,protein_name,compound_name,pocket_name,pocket_com,affinity
2060,3zsx,3zsx,pocket_1,"-20.0,34.949,-6.248",4.22106
2061,3zsx,3zsx,pocket_2,"-31.761,30.43,-12.301",3.2386324
2062,3zsx,3zsx,pocket_3,"-17.224,21.25,8.888",1.3609324
2063,3zsx,3zsx,pocket_4,"-9.925,24.894,-21.896",1.5197556
2064,3zsx,3zsx,pocket_5,"-9.627,42.265,-0.254",3.487661
2065,3zsx,3zsx,pocket_6,"-18.773,17.056,-12.596",2.7821848
2066,3zsx,3zsx,pocket_7,"-26.812,14.282,5.022",0.7226287
2067,3zsx,3zsx,pocket_8,"1.144,30.091,-17.76",1.0146902
2068,3zsx,3zsx,pocket_9,"-5.995,24.444,0.159",2.5675313
2069,3zsx,3zsx,pocket_10,"-7.026,49.717,-9.104",3.3272562
2070,3zsx,3zsx,pocket_11,"-39.682,31.262,-3.929",3.5976205
2071,3zsx,3zsx,pocket_12,"-27.419,22.514,-21.002",1.5949517
2072,4mrz,4mrz,protein_center,"13.147,-17.337,-19.924",3.1536162
2073,4mrz,4mrz,pocket_1,"7.381,-31.464,-35.11",4.0726156
2074,4mrz,4mrz,pocket_2,"12.713,-1.623,-22.285",4.243721
2075,4mrz,4mrz,pocket_3,"5.418,-16.791,-34.429",3.5456967
2076,4mrz,4mrz,pocket_4,"12.793,-20.525,-22.619",2.3161733
2077,4mrz,4mrz,pocket_5,"8.099,-27.066,-24.41",4.0600066
2078,4mrz,4mrz,pocket_6,"9.089,1.103,-9.725",3.764742
2079,4mrz,4mrz,pocket_7,"15.485,-37.19,-5.531",1.3928385
2080,4mrz,4mrz,pocket_8,"23.296,-27.95,-22.01",2.0279865
2081,4mrz,4mrz,pocket_9,"10.207,11.757,-29.861",1.5247736
2082,4mrz,4mrz,pocket_10,"19.442,-22.107,-21.979",2.505904
2083,4mrz,4mrz,pocket_11,"5.405,-22.588,-11.703",1.4529667
2084,4mrz,4mrz,pocket_12,"24.677,11.532,4.622",1.6525851
2085,4mrz,4mrz,pocket_13,"21.353,-34.342,-42.159",1.80723
2086,4mrz,4mrz,pocket_14,"11.933,-22.126,-7.254",1.5665389
2087,4mrz,4mrz,pocket_15,"1.388,-25.419,-41.415",4.28218
2088,4mrz,4mrz,pocket_16,"27.495,-5.091,-22.578",1.8061652
2089,4mrz,4mrz,pocket_17,"10.156,-30.565,-46.422",3.3355808
2090,4qac,4qac,protein_center,"-78.208,-20.907,32.78",2.5480647
2091,4qac,4qac,pocket_1,"-106.14,-1.983,52.241",8.680415
2092,4qac,4qac,pocket_2,"-107.253,-46.943,30.513",8.643704
2093,4qac,4qac,pocket_3,"-48.372,-30.463,56.025",8.59747
2094,4qac,4qac,pocket_4,"-50.718,-28.194,6.012",8.4760895
2095,4qac,4qac,pocket_5,"-106.403,-32.554,57.571",8.671135
2096,4qac,4qac,pocket_6,"-107.738,2.122,22.106",8.63345
2097,4qac,4qac,pocket_7,"-48.264,-0.521,47.791",8.532276
2098,4qac,4qac,pocket_8,"-49.137,-47.317,30.118",8.550904
2099,4qac,4qac,pocket_9,"-76.878,-32.989,60.927",2.4543576
2100,4qac,4qac,pocket_10,"-49.833,0.452,16.812",8.813373
2101,4qac,4qac,pocket_11,"-79.614,-27.714,3.088",1.7720507
2102,4qac,4qac,pocket_12,"-108.846,-25.677,8.34",8.751442
2103,4qac,4qac,pocket_13,"-77.389,1.524,52.672",1.3705146
2104,4qac,4qac,pocket_14,"-79.249,4.348,17.354",2.0731897
2105,4qac,4qac,pocket_15,"-78.333,-49.896,30.424",1.1781677
2106,4qac,4qac,pocket_16,"-106.158,-12.944,18.73",5.530061
2107,4qac,4qac,pocket_17,"-104.7,-4.251,36.485",4.8178225
2108,4qac,4qac,pocket_18,"-104.506,-36.683,41.356",4.690649
2109,4qac,4qac,pocket_19,"-52.065,-15.678,15.18",5.004134
2110,4qac,4qac,pocket_20,"-104.609,-19.016,51.074",4.635043
2111,4qac,4qac,pocket_21,"-51.064,-3.752,31.634",4.3963723
2112,4qac,4qac,pocket_22,"-51.408,-16.134,48.102",4.549951
2113,4qac,4qac,pocket_23,"-104.964,-33.566,21.487",4.4506817
2114,4qac,4qac,pocket_24,"-52.144,-34.734,21.082",5.4769974
2115,4qac,4qac,pocket_25,"-50.874,-35.107,41.362",4.9042034
2116,4qac,4qac,pocket_26,"-63.084,-22.138,13.086",6.9812326
2117,4qac,4qac,pocket_27,"-75.359,-38.157,48.872",3.54476
2118,4qac,4qac,pocket_28,"-37.25,-11.894,10.139",3.977813
2119,4qac,4qac,pocket_29,"-79.97,-20.726,57.456",3.6343331
2120,4qac,4qac,pocket_30,"-94.831,-28.686,15.134",7.224331
2121,4qac,4qac,pocket_31,"-74.432,-11.172,54.56",4.3543363
2122,4qac,4qac,pocket_32,"-79.978,1.169,39.869",2.8472128
2123,4qac,4qac,pocket_33,"-82.458,-7.157,12.687",3.351274
2124,4qac,4qac,pocket_34,"-81.638,-35.57,13.494",4.5645576
2125,4qac,4qac,pocket_35,"-94.863,-24.295,50.384",7.309019
2126,4qac,4qac,pocket_36,"-60.46,-31.135,46.128",7.456399
2127,4qac,4qac,pocket_37,"-75.864,2.99,29.535",4.5083857
2128,4qac,4qac,pocket_38,"-122.077,-12.53,14.082",4.8509836
2129,4qac,4qac,pocket_39,"-61.044,-9.184,47.742",7.5324297
2130,4qac,4qac,pocket_40,"-59.61,-11.514,44.603",7.3671665
2131,4qac,4qac,pocket_41,"-96.935,-9.605,23.096",6.963503
2132,4qac,4qac,pocket_42,"-76.116,-15.745,8.135",3.5369396
2133,4qac,4qac,pocket_43,"-92.543,3.17,55.915",7.5182505
2134,4qac,4qac,pocket_44,"-81.009,-44.023,40.634",4.685897
2135,4qac,4qac,pocket_45,"-100.088,-8.094,62.289",7.9635763
2136,4qac,4qac,pocket_46,"-78.07,-42.496,21.106",4.1170654
2137,4qac,4qac,pocket_47,"-94.138,-40.969,35.115",7.5184383
2138,4qac,4qac,pocket_48,"-62.178,-2.464,25.432",7.541383
2139,4qac,4qac,pocket_49,"-96.228,-36.392,34.685",6.9072714
2140,4qac,4qac,pocket_50,"-104.457,-15.319,3.155",7.560378
2141,4qac,4qac,pocket_51,"-95.739,8.104,17.66",7.370927
2142,4qac,4qac,pocket_52,"-73.623,-30.661,46.104",4.314394
2143,4qac,4qac,pocket_53,"-60.088,-36.216,27.405",7.1957693
2144,4qac,4qac,pocket_54,"-80.635,-24.142,46.607",2.4730237
2145,4qac,4qac,pocket_55,"-95.045,-6.638,20.839",7.0587206
2146,4qac,4qac,pocket_56,"-74.949,-42.026,19.84",4.0016994
2147,4qac,4qac,pocket_57,"-60.593,-6.777,26.59",7.1819
2148,4qac,4qac,pocket_58,"-92.095,-35.692,63.322",7.3497953
2149,4qac,4qac,pocket_59,"-64.023,-6.056,48.779",6.871457
2150,4qac,4qac,pocket_60,"-95.947,-7.924,40.9",7.018855
2151,4qac,4qac,pocket_61,"-94.573,-3.944,42.37",7.634015
2152,4qac,4qac,pocket_62,"-64.369,-32.651,51.872",7.034915
2153,4qac,4qac,pocket_63,"-82.753,-27.415,19.523",2.3826032
2154,4qac,4qac,pocket_64,"-62.144,-40.056,26.582",7.638054
2155,4qac,4qac,pocket_65,"-61.575,4.895,53.35",7.3283663
2156,4qac,4qac,pocket_66,"-90.333,-27.759,55.155",6.682741
2157,4qac,4qac,pocket_67,"-107.992,-41.264,58.98",8.50676
2158,4qac,4qac,pocket_68,"-94.886,-8.999,1.782",2.5757592
2159,4qac,4qac,pocket_69,"-90.455,-15.741,54.32",3.6924417
2160,4qac,4qac,pocket_70,"-92.422,-2.92,19.318",7.0208197
2161,4qac,4qac,pocket_71,"-65.285,0.156,22.685",7.035989
2162,4qac,4qac,pocket_72,"-66.187,-37.097,17.533",3.760919
2163,4qac,4qac,pocket_73,"-91.182,-2.179,46.216",7.56166
2164,4qac,4qac,pocket_74,"-65.589,0.88,34.268",3.203122
2165,4qac,4qac,pocket_75,"-90.406,-40.008,44.944",3.8302827
2166,3oe5,3oe5,protein_center,"33.75,-29.335,0.0",4.818223
2167,3oe5,3oe5,pocket_1,"20.59,-29.715,10.156",6.678458
2168,3oe5,3oe5,pocket_2,"41.236,-44.785,-12.779",6.423767
2169,3oe5,3oe5,pocket_3,"39.512,-36.468,-5.929",6.824375
2170,3oe5,3oe5,pocket_4,"41.618,-24.126,-4.893",4.7309685
2171,3oe5,3oe5,pocket_5,"44.155,-36.04,-12.946",7.2138023
2172,3oe5,3oe5,pocket_6,"22.786,-23.432,13.648",7.2211847
2173,4w9c,4w9c,protein_center,"39.451,59.728,67.39",2.1797576
2174,4w9c,4w9c,pocket_1,"13.592,54.647,91.238",5.237323
2175,4w9c,4w9c,pocket_2,"35.039,56.594,82.2",3.0568295
2176,4w9c,4w9c,pocket_3,"45.487,54.627,56.349",3.2563462
2177,4w9c,4w9c,pocket_4,"27.624,48.192,87.511",3.1408112
2178,4w9c,4w9c,pocket_5,"31.587,65.437,60.91",1.5013678
2179,4w9c,4w9c,pocket_6,"39.214,72.561,60.974",3.54927
2180,4w9c,4w9c,pocket_7,"43.951,69.557,59.681",3.2952304
2181,4lzs,4lzs,protein_center,"12.196,47.192,86.075",5.376382
2182,4lzs,4lzs,pocket_1,"13.727,39.426,78.589",5.1149206
2183,4lzs,4lzs,pocket_2,"18.371,46.002,92.799",3.040399
2184,4lzs,4lzs,pocket_3,"23.494,43.288,83.237",5.078229
2185,3oe4,3oe4,protein_center,"33.764,-29.402,-0.0",3.7067654
2186,3oe4,3oe4,pocket_1,"20.425,-29.885,10.272",7.1175327
2187,3oe4,3oe4,pocket_2,"40.626,-42.027,-10.994",7.1854057
2188,3oe4,3oe4,pocket_3,"34.676,-31.587,-2.718",5.4430456
2189,3oe4,3oe4,pocket_4,"41.764,-24.368,-4.993",4.5933743
2190,3oe4,3oe4,pocket_5,"23.693,-23.189,13.561",7.667693
2191,4gr0,4gr0,protein_center,"-7.888,15.484,-2.506",9.071423
2192,4gr0,4gr0,pocket_1,"-7.951,24.533,-0.617",8.863927
2193,4gr0,4gr0,pocket_2,"-3.312,11.74,-13.585",8.13616
2194,4gr0,4gr0,pocket_3,"-21.274,15.593,1.567",5.4428034
2195,4gr0,4gr0,pocket_4,"1.009,20.748,6.387",8.166148
2196,4gr0,4gr0,pocket_5,"-13.871,22.434,4.13",8.493546
2197,4w9l,4w9l,protein_center,"38.972,60.042,66.695",3.2606058
2198,4w9l,4w9l,pocket_1,"13.425,54.364,88.742",6.43692
2199,4w9l,4w9l,pocket_2,"35.179,56.772,81.006",3.1610532
2200,4w9l,4w9l,pocket_3,"44.901,54.755,56.063",3.627621
2201,4w9l,4w9l,pocket_4,"27.641,47.896,86.629",2.8774745
2202,4w9l,4w9l,pocket_5,"31.652,65.548,59.96",1.8611683
2203,3uex,3uex,protein_center,"-4.714,15.345,22.191",6.7857294
2204,3uex,3uex,pocket_1,"-3.697,13.307,18.12",6.8335114
2205,4wiv,4wiv,protein_center,"4.712,-6.35,-19.131",6.3971844
2206,4wiv,4wiv,pocket_1,"12.462,-8.062,-11.279",6.3865776
2207,4wiv,4wiv,pocket_2,"5.301,-11.811,-27.749",2.6155722
2208,4wiv,4wiv,pocket_3,"-5.147,-11.745,-16.89",3.255035
2209,2yki,2yki,protein_center,"0.789,14.398,20.851",8.172654
2210,2yki,2yki,pocket_1,"5.246,11.793,24.81",8.004588
2211,2yki,2yki,pocket_2,"-12.226,18.3,26.2",4.286383
2212,2yki,2yki,pocket_3,"-3.826,26.958,23.178",3.7958078
2213,2yki,2yki,pocket_4,"16.438,21.894,17.856",6.103033
2214,2yki,2yki,pocket_5,"-3.033,25.733,27.68",5.206332
2215,2yki,2yki,pocket_6,"-4.222,6.06,36.545",5.447056
2216,2yki,2yki,pocket_7,"-4.996,1.761,18.916",6.289392
2217,2yki,2yki,pocket_8,"7.949,23.084,5.97",2.1102946
2218,4e6q,4e6q,protein_center,"14.109,37.444,17.509",7.3208885
2219,4e6q,4e6q,pocket_1,"9.195,21.058,8.064",8.054374
2220,4e6q,4e6q,pocket_2,"1.027,53.791,27.015",7.474719
2221,4e6q,4e6q,pocket_3,"14.543,34.201,23.459",6.540476
2222,4e6q,4e6q,pocket_4,"-1.788,28.086,15.755",5.1160383
2223,4e6q,4e6q,pocket_5,"9.272,51.041,38.002",4.7015553
2224,4e6q,4e6q,pocket_6,"8.203,39.22,14.792",6.75424
2225,4e6q,4e6q,pocket_7,"17.861,24.22,-3.52",4.989105
2226,4e6q,4e6q,pocket_8,"19.962,67.778,24.884",1.9768031
2227,4e6q,4e6q,pocket_9,"-9.973,46.818,18.885",4.8074894
2228,4e6q,4e6q,pocket_10,"27.883,6.774,10.236",1.9304562
2229,4e6q,4e6q,pocket_11,"13.939,10.406,-8.884",1.2772843
2230,4e6q,4e6q,pocket_12,"5.758,64.237,44.44",1.2518396
2231,4e6q,4e6q,pocket_13,"6.144,55.589,47.306",1.5372965
2232,4e6q,4e6q,pocket_14,"5.971,65.671,39.41",2.0839808
2233,4e6q,4e6q,pocket_15,"13.782,8.708,-3.959",1.8589284
2234,4e6q,4e6q,pocket_16,"25.936,16.349,-6.288",2.0726442
2235,4e6q,4e6q,pocket_17,"4.272,14.897,22.667",4.011288
2236,4e6q,4e6q,pocket_18,"11.704,62.898,34.244",2.8623257
2237,4e6q,4e6q,pocket_19,"-3.663,59.656,11.918",3.6212077
2238,4e6q,4e6q,pocket_20,"20.148,11.55,0.216",2.905085
2239,4ddh,4ddh,protein_center,"8.747,-0.276,18.872",2.1473768
2240,4ddh,4ddh,pocket_1,"17.441,9.205,3.367",4.243206
2241,4ddh,4ddh,pocket_2,"3.875,-11.596,35.361",4.2036004
2242,4ddh,4ddh,pocket_3,"-6.74,6.838,16.863",1.9767089
2243,4ddh,4ddh,pocket_4,"-2.778,-8.049,12.779",1.6889632
2244,4ddh,4ddh,pocket_5,"5.188,3.331,40.233",3.480568
2245,4ddh,4ddh,pocket_6,"5.141,13.981,22.806",1.3754023
2246,4ddh,4ddh,pocket_7,"10.292,-2.459,-1.444",3.6217384
2247,3syr,3syr,protein_center,"28.551,20.926,32.129",4.1075635
2248,3syr,3syr,pocket_1,"34.994,24.029,30.016",4.2195196
2249,3syr,3syr,pocket_2,"28.442,4.146,50.395",1.2891688
2250,3syr,3syr,pocket_3,"7.424,20.746,31.276",0.49701
2251,3syr,3syr,pocket_4,"20.309,13.398,38.272",-0.008593295
2252,3syr,3syr,pocket_5,"20.231,19.096,45.657",3.0730872
2253,3syr,3syr,pocket_6,"48.541,13.269,54.732",1.9363008
2254,3syr,3syr,pocket_7,"41.514,27.987,16.928",3.3306942
2255,3syr,3syr,pocket_8,"15.849,30.026,38.886",1.9444985
2256,3syr,3syr,pocket_9,"14.001,42.812,27.925",2.0702338
2257,3syr,3syr,pocket_10,"7.181,24.725,12.908",-0.0021152496
2258,3syr,3syr,pocket_11,"56.375,7.579,33.33",0.26457334
2259,3syr,3syr,pocket_12,"26.22,-4.163,38.666",0.03267455
2260,3syr,3syr,pocket_13,"51.628,24.152,26.066",1.1837919
2261,3syr,3syr,pocket_14,"38.291,36.336,29.377",1.342608
2262,3syr,3syr,pocket_15,"43.244,26.055,56.257",0.6058415
2263,3syr,3syr,pocket_16,"60.672,9.796,48.16",1.3759458
2264,3syr,3syr,pocket_17,"27.965,23.175,55.943",1.7108271
2265,3syr,3syr,pocket_18,"15.812,37.639,7.32",1.21155
2266,3syr,3syr,pocket_19,"20.599,51.646,27.418",2.888565
2267,3syr,3syr,pocket_20,"32.717,8.77,18.174",2.9727893
2268,3syr,3syr,pocket_21,"42.738,0.243,33.104",0.7028382
2269,3syr,3syr,pocket_22,"37.465,34.916,5.185",0.89731646
2270,3syr,3syr,pocket_23,"29.991,34.951,42.415",0.31648898
2271,3syr,3syr,pocket_24,"13.205,19.627,54.53",1.4418318
2272,3syr,3syr,pocket_25,"35.813,-7.916,54.102",2.0667727
2273,3syr,3syr,pocket_26,"35.761,51.84,13.308",0.6298866
2274,3syr,3syr,pocket_27,"12.026,11.483,55.335",1.8535019
2275,4kzu,4kzu,protein_center,"-1.871,24.987,-14.56",6.73106
2276,4kzu,4kzu,pocket_1,"-5.729,30.508,-13.78",7.0958633
2277,4kzu,4kzu,pocket_2,"13.376,4.758,-15.56",7.291848
2278,4kzu,4kzu,pocket_3,"8.865,33.307,-14.43",3.3103762
2279,4kzu,4kzu,pocket_4,"7.481,22.397,-22.153",2.1657295
2280,4kzu,4kzu,pocket_5,"-15.752,28.457,-17.702",5.7415924
2281,4kzu,4kzu,pocket_6,"-11.612,10.106,-8.317",1.7667398
2282,4kzu,4kzu,pocket_7,"8.329,44.038,-28.94",2.4008517
2283,4kzu,4kzu,pocket_8,"18.344,14.318,-11.039",5.9431534
2284,4kzu,4kzu,pocket_9,"5.388,-5.264,-3.114",4.349607
2285,4kzu,4kzu,pocket_10,"-11.145,48.626,-27.175",4.0834975
2286,4kzu,4kzu,pocket_11,"-8.13,57.915,-22.858",2.957228
2287,3up2,3up2,protein_center,"16.764,31.782,7.659",7.2713337
2288,3up2,3up2,pocket_1,"15.922,21.435,4.471",6.0627413
2289,3up2,3up2,pocket_2,"6.637,28.587,7.416",7.260931
2290,3up2,3up2,pocket_3,"-1.165,26.713,20.641",5.907407
2291,3up2,3up2,pocket_4,"17.649,33.367,-4.043",2.6608424
2292,3up2,3up2,pocket_5,"29.508,36.907,16.41",1.8431926
2293,3up2,3up2,pocket_6,"7.356,12.527,15.22",5.3438506
2294,3up2,3up2,pocket_7,"-3.483,17.972,7.084",2.6891165
2295,4agp,4agp,protein_center,"114.127,87.591,-30.264",2.0388327
2296,4agp,4agp,pocket_1,"122.879,78.326,-19.163",3.1670148
2297,4agp,4agp,pocket_2,"117.056,84.711,-31.238",2.2632873
2298,4agp,4agp,pocket_3,"105.942,80.778,-39.367",3.277269
2299,4agp,4agp,pocket_4,"138.235,87.967,-39.178",1.9237492
2300,4agp,4agp,pocket_5,"92.15,70.158,-17.878",3.7846766
2301,4agp,4agp,pocket_6,"134.924,102.827,-29.391",4.3125753
2302,4agp,4agp,pocket_7,"126.563,102.302,-42.378",5.6781645
2303,4agp,4agp,pocket_8,"101.43,94.801,-29.811",4.767747
2304,4agp,4agp,pocket_9,"118.081,95.122,-38.965",5.6967573
2305,4agp,4agp,pocket_10,"93.24,93.288,-42.379",5.698697
2306,4agp,4agp,pocket_11,"88.655,89.407,-24.085",3.1445858
2307,4agp,4agp,pocket_12,"94.759,98.507,-30.893",4.5059867
2308,4x6p,4x6p,protein_center,"17.224,21.161,-30.226",9.183042
2309,4x6p,4x6p,pocket_1,"15.393,19.551,-39.616",8.8214655
2310,4x6p,4x6p,pocket_2,"25.76,9.793,-21.887",4.050682
2311,4x6p,4x6p,pocket_3,"32.613,26.203,-33.876",3.4815736
2312,4x6p,4x6p,pocket_4,"17.911,31.642,-19.278",3.6847296
2313,4x6p,4x6p,pocket_5,"3.837,20.528,-15.196",4.5930433
2314,4x6p,4x6p,pocket_6,"21.969,28.57,-37.344",8.088728
2315,4k77,4k77,protein_center,"10.572,30.87,9.898",2.1739013
2316,4k77,4k77,pocket_1,"17.8,9.82,2.594",8.15822
2317,4k77,4k77,pocket_2,"3.202,50.487,3.533",7.749317
2318,4k77,4k77,pocket_3,"10.654,30.8,22.224",2.2294078
2319,4k77,4k77,pocket_4,"14.603,46.264,6.339",5.124881
2320,4k77,4k77,pocket_5,"24.253,6.634,-9.866",4.6221886
2321,4k77,4k77,pocket_6,"16.198,6.84,25.825",0.9965173
2322,4k77,4k77,pocket_7,"5.262,55.108,26.003",1.3943033
2323,4k77,4k77,pocket_8,"4.168,14.977,7.085",4.7766566
2324,4k77,4k77,pocket_9,"9.101,15.966,5.42",5.6917467
2325,4k77,4k77,pocket_10,"5.993,24.13,7.688",2.4534392
2326,4k77,4k77,pocket_11,"-2.921,56.562,-8.883",5.3992558
2327,4k77,4k77,pocket_12,"17.863,45.042,19.461",1.8865973
2328,4k77,4k77,pocket_13,"3.02,16.21,19.166",2.0763695
2329,4k77,4k77,pocket_14,"-1.772,44.563,18.953",1.4771214
2330,4w9h,4w9h,protein_center,"38.897,59.367,67.157",2.2823646
2331,4w9h,4w9h,pocket_1,"13.518,53.968,90.235",6.3828278
2332,4w9h,4w9h,pocket_2,"34.11,56.423,82.05",3.1571817
2333,4w9h,4w9h,pocket_3,"44.94,53.89,56.799",2.8855147
2334,4w9h,4w9h,pocket_4,"27.303,47.957,86.67",4.4545403
2335,4w9h,4w9h,pocket_5,"47.22,61.247,69.79",2.6878204
2336,4w9h,4w9h,pocket_6,"31.25,64.814,60.411",1.1103489
2337,5a7b,5a7b,protein_center,"114.122,87.662,-30.327",2.2267115
2338,5a7b,5a7b,pocket_1,"123.3,79.134,-18.688",2.836191
2339,5a7b,5a7b,pocket_2,"138.198,88.6,-39.169",2.155532
2340,5a7b,5a7b,pocket_3,"117.47,84.167,-30.04",1.8286247
2341,5a7b,5a7b,pocket_4,"105.704,80.099,-39.54",3.3361635
2342,5a7b,5a7b,pocket_5,"92.687,69.634,-17.445",3.4263017
2343,5a7b,5a7b,pocket_6,"133.959,103.55,-29.818",5.1750665
2344,5a7b,5a7b,pocket_7,"102.198,93.925,-30.088",4.516571
2345,5a7b,5a7b,pocket_8,"93.574,92.794,-42.183",5.5939503
2346,5a7b,5a7b,pocket_9,"126.547,102.426,-42.312",5.625005
2347,5a7b,5a7b,pocket_10,"107.122,88.359,-27.79",2.6325188
2348,5a7b,5a7b,pocket_11,"139.53,97.279,-27.333",2.6617723
2349,5a7b,5a7b,pocket_12,"91.015,90.628,-24.929",2.8378906
2350,3qgy,3qgy,protein_center,"33.065,22.191,15.618",3.3511298
2351,3qgy,3qgy,pocket_1,"41.738,52.947,15.032",8.3083105
2352,3qgy,3qgy,pocket_2,"21.847,-8.677,4.803",8.057469
2353,3qgy,3qgy,pocket_3,"11.977,-9.412,6.985",7.449748
2354,3qgy,3qgy,pocket_4,"40.408,63.423,3.252",3.5311744
2355,3qgy,3qgy,pocket_5,"12.097,-17.579,-3.864",4.034857
2356,3qgy,3qgy,pocket_6,"26.284,-6.459,19.586",4.8652067
2357,3qgy,3qgy,pocket_7,"26.108,-0.424,-2.313",7.9874334
2358,3qgy,3qgy,pocket_8,"39.095,30.444,15.46",5.834646
2359,3qgy,3qgy,pocket_9,"39.73,48.183,27.884",5.7376347
2360,3qgy,3qgy,pocket_10,"61.185,39.668,20.745",2.8040724
2361,3qgy,3qgy,pocket_11,"47.99,40.974,34.362",3.783796
2362,3qgy,3qgy,pocket_12,"41.788,42.886,39.238",4.6677375
2363,3qgy,3qgy,pocket_13,"37.113,11.967,15.612",2.6155407
2364,4f2w,4f2w,protein_center,"-1.467,-13.319,1.015",6.836896
2365,4f2w,4f2w,pocket_1,"-1.435,-29.038,-1.428",7.440325
2366,4f2w,4f2w,pocket_2,"7.332,-18.521,-11.178",9.920513
2367,4f2w,4f2w,pocket_3,"-10.271,-21.265,11.352",9.13312
2368,4f2w,4f2w,pocket_4,"-13.007,-10.344,4.187",4.500987
2369,4f2w,4f2w,pocket_5,"9.552,-10.278,-1.169",6.892359
2370,4f2w,4f2w,pocket_6,"6.861,-26.887,-22.704",7.91891
2371,4f2w,4f2w,pocket_7,"-9.878,-31.776,20.528",5.7411375
2372,4f2w,4f2w,pocket_8,"-4.489,4.745,15.552",1.1080923
2373,4f2w,4f2w,pocket_9,"-14.7,-8.56,-9.196",1.3328097
2374,4f2w,4f2w,pocket_10,"1.808,7.506,-9.381",0.43314624
2375,3pxf,3pxf,protein_center,"105.622,132.359,52.829",5.169384
2376,3pxf,3pxf,pocket_1,"117.273,133.62,63.1",4.7303762
2377,3pxf,3pxf,pocket_2,"105.49,129.852,64.507",5.216483
2378,3pxf,3pxf,pocket_3,"109.917,143.928,43.821",1.2846228
2379,3pxf,3pxf,pocket_4,"115.146,134.069,34.477",1.3045517
2380,3pxf,3pxf,pocket_5,"100.571,133.386,31.726",1.8578849
2381,3pxf,3pxf,pocket_6,"112.116,126.095,75.414",3.4043527
2382,3pxf,3pxf,pocket_7,"101.027,123.525,53.606",1.9224095
2383,3pxf,3pxf,pocket_8,"113.581,126.785,47.858",2.666598
2384,3pxf,3pxf,pocket_9,"99.943,142.548,66.841",4.978466
2385,3pxf,3pxf,pocket_10,"120.281,136.192,48.339",1.8216543
2386,3pxf,3pxf,pocket_11,"109.733,139.296,77.061",3.2175105
2387,3wz8,3wz8,protein_center,"30.387,-0.305,56.562",6.0938826
2388,3wz8,3wz8,pocket_1,"24.734,3.498,59.81",5.8562684
2389,3wz8,3wz8,pocket_2,"38.877,-12.367,48.339",2.5876977
2390,3wz8,3wz8,pocket_3,"18.124,15.27,47.99",3.4310985
2391,3wz8,3wz8,pocket_4,"17.607,2.585,51.249",5.6863184
2392,3wz8,3wz8,pocket_5,"45.463,4.82,64.214",1.7852519
2393,3wz8,3wz8,pocket_6,"33.378,-10.508,45.776",2.6777618
2394,3wz8,3wz8,pocket_7,"15.2,-3.998,41.186",2.607382
2395,3wz8,3wz8,pocket_8,"37.832,-18.81,62.97",4.186204
2396,3wz8,3wz8,pocket_9,"43.633,12.726,46.205",2.601108
2397,3wz8,3wz8,pocket_10,"50.32,-2.253,51.229",3.6319983
2398,3wz8,3wz8,pocket_11,"42.022,1.942,62.173",3.5135436
2399,3wz8,3wz8,pocket_12,"36.079,-2.082,69.749",3.3781166
2400,3u8n,3u8n,protein_center,"50.676,15.844,101.708",8.261926
2401,3u8n,3u8n,pocket_1,"54.877,24.458,101.688",8.088246
2402,3u8n,3u8n,pocket_2,"50.597,9.832,94.662",5.7214394
2403,3u8n,3u8n,pocket_3,"54.646,13.416,113.054",4.4742684
2404,3u8n,3u8n,pocket_4,"40.977,23.08,100.086",6.5287743
2405,3u8n,3u8n,pocket_5,"55.756,10.847,128.932",4.055384
2406,3u8n,3u8n,pocket_6,"61.121,14.664,96.682",7.9382544
2407,3u8n,3u8n,pocket_7,"41.183,-0.512,88.602",2.7056532
2408,3uri,3uri,protein_center,"8.805,29.019,10.356",7.4841146
2409,3uri,3uri,pocket_1,"4.713,32.691,15.919",7.42031
2410,3uri,3uri,pocket_2,"10.472,42.122,-1.307",2.6874216
2411,3uri,3uri,pocket_3,"0.182,22.211,21.214",7.0568438
2412,3uri,3uri,pocket_4,"-9.385,23.748,18.475",4.0504746
2413,3uri,3uri,pocket_5,"19.328,20.612,2.685",4.3983645
2414,3uri,3uri,pocket_6,"15.443,16.126,6.347",4.4809985
2415,3uri,3uri,pocket_7,"-4.543,5.263,4.69",3.6950932
2416,3uri,3uri,pocket_8,"10.605,12.731,7.467",4.1164937
2417,3uri,3uri,pocket_9,"-0.366,25.103,-9.526",3.5419712
2418,3uri,3uri,pocket_10,"6.427,44.795,22.863",4.8478236
2419,3uri,3uri,pocket_11,"7.827,22.055,24.689",6.109741
2420,3uri,3uri,pocket_12,"2.733,8.876,21.438",3.590688
2421,3uri,3uri,pocket_13,"-4.696,35.458,-2.159",2.6913972
2422,3uri,3uri,pocket_14,"11.777,37.525,1.187",4.591732
2423,3uri,3uri,pocket_15,"-11.95,11.982,3.667",3.000065
2424,3uri,3uri,pocket_16,"24.213,21.675,0.929",4.1841326
2425,3uri,3uri,pocket_17,"-7.757,5.062,17.904",3.05036
2426,3uri,3uri,pocket_18,"15.581,41.852,9.327",4.9453306
2427,3uri,3uri,pocket_19,"11.81,26.57,11.777",7.5275
2428,4de3,4de3,protein_center,"20.719,71.632,3.863",2.1068993
2429,4de3,4de3,pocket_1,"30.007,92.186,-7.496",3.9247775
2430,4de3,4de3,pocket_2,"-3.906,53.677,11.582",4.188688
